source_old,province,year,month,rows_old,temp_value_sum_old,temp_value_count_old,temp_sum_old,temp_missing_old,dew_value_sum_old,dew_value_count_old,dew_sum_old,dew_missing_old,humidity_value_sum_old,humidity_value_count_old,humidity_sum_old,humidity_missing_old,wspd_value_sum_old,wspd_value_count_old,wspd_sum_old,wspd_missing_old,wgust_value_sum_old,wgust_value_count_old,wgust_sum_old,wgust_missing_old,wdir_value_sum_old,wdir_value_count_old,wdir_sum_old,wdir_missing_old,precip_value_sum_old,precip_value_count_old,precip_sum_old,precip_missing_old,cloudcover_value_sum_old,cloudcover_value_count_old,cloudcover_sum_old,cloudcover_missing_old,sealevelpressure_value_sum_old,sealevelpressure_value_count_old,sealevelpressure_sum_old,sealevelpressure_missing_old,temp_mean_old,dew_mean_old,humidity_mean_old,wspd_mean_old,wgust_mean_old,wdir_mean_old,precip_mean_old,cloudcover_mean_old,sealevelpressure_mean_old,source_updated,rows_updated,temp_value_sum_updated,temp_value_count_updated,temp_sum_updated,temp_missing_updated,dew_value_sum_updated,dew_value_count_updated,dew_sum_updated,dew_missing_updated,humidity_value_sum_updated,humidity_value_count_updated,humidity_sum_updated,humidity_missing_updated,wspd_value_sum_updated,wspd_value_count_updated,wspd_sum_updated,wspd_missing_updated,wgust_value_sum_updated,wgust_value_count_updated,wgust_sum_updated,wgust_missing_updated,wdir_value_sum_updated,wdir_value_count_updated,wdir_sum_updated,wdir_missing_updated,precip_value_sum_updated,precip_value_count_updated,precip_sum_updated,precip_missing_updated,cloudcover_value_sum_updated,cloudcover_value_count_updated,cloudcover_sum_updated,cloudcover_missing_updated,sealevelpressure_value_sum_updated,sealevelpressure_value_count_updated,sealevelpressure_sum_updated,sealevelpressure_missing_updated,temp_mean_updated,dew_mean_updated,humidity_mean_updated,wspd_mean_updated,wgust_mean_updated,wdir_mean_updated,precip_mean_updated,cloudcover_mean_updated,sealevelpressure_mean_updated,_merge,row_diff,temp_mean_abs_diff,dew_mean_abs_diff,humidity_mean_abs_diff,wspd_mean_abs_diff,wgust_mean_abs_diff,wdir_mean_abs_diff,precip_mean_abs_diff,cloudcover_mean_abs_diff,sealevelpressure_mean_abs_diff,any_numeric_diff
old,Songkhla,2017,4,720,19918.300000000003,720,0,0,17615.3,720,0,0,60291.93000000001,720,0,0,3926.2,720,0,0,37.1,1,0,719,99878.0,720,0,0,351.40000000000003,720,351.40000000000003,0,35192.0,720,0,0,242331.8,240,0,480,27.66430555555556,24.465694444444445,83.73879166666667,5.453055555555555,37.1,138.71944444444443,0.4880555555555556,48.87777777777778,1009.7158333333333,updated,720,19918.3,720,0,0,17615.3,720,0,0,60291.92999999999,720,0,0,3926.2000000000003,720,0,0,37.1,1,0,719,99878.0,720,0,0,351.4,720,351.4,0,35192.0,720,0,0,242331.80000000002,240,0,480,27.664305555555554,24.465694444444445,83.73879166666666,5.453055555555556,37.1,138.71944444444443,0.4880555555555555,48.87777777777778,1009.7158333333334,both,0,7.105427357601002e-15,0.0,1.4210854715202004e-14,8.881784197001252e-16,0.0,0.0,5.551115123125783e-17,0.0,1.1368683772161603e-13,False
old,Suphan Buri,2017,4,716,7372.6,240,0,476,5740.4,240,0,476,16662.88,240,0,476,523.6,240,0,476,0.0,0,0,716,38299.0,234,0,482,69.22999999999999,716,69.22999999999999,0,13765.3,240,0,476,242172.6,240,0,476,30.71916666666667,23.918333333333333,69.42866666666667,2.1816666666666666,,163.67094017094018,0.09668994413407819,57.35541666666666,1009.0525,updated,716,7372.6,240,0,476,5740.4,240,0,476,16662.88,240,0,476,523.6000000000001,240,0,476,0.0,0,0,716,38299.0,234,0,482,69.23,716,69.23,0,13765.3,240,0,476,242172.6,240,0,476,30.71916666666667,23.918333333333333,69.42866666666667,2.181666666666667,,163.67094017094018,0.09668994413407822,57.35541666666666,1009.0525,both,0,0.0,0.0,0.0,4.440892098500626e-16,,0.0,2.7755575615628914e-17,0.0,0.0,False
old,Amnat Charoen,2017,8,744,21115.0,743,0,1,18742.199999999997,743,0,1,62333.05,743,0,1,4370.299999999999,743,0,1,120.6,2,0,742,129604.0,693,0,51,494.76,744,494.76,0,42092.0,743,0,1,247591.90000000002,246,0,498,28.4185733512786,25.2250336473755,83.89374158815613,5.881965006729474,60.3,187.01875901875903,0.665,56.6514131897712,1006.4711382113823,updated,744,21115.0,743,0,1,18742.2,743,0,1,62333.05,743,0,1,4370.3,743,0,1,120.6,2,0,742,129604.0,693,0,51,494.76,744,494.76,0,42092.0,743,0,1,247591.9,246,0,498,28.4185733512786,25.225033647375504,83.89374158815613,5.881965006729476,60.3,187.01875901875903,0.665,56.6514131897712,1006.4711382113821,both,0,0.0,3.552713678800501e-15,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,1.1368683772161603e-13,False
old,Chai Nat,2017,8,740,7029.0,246,0,494,6129.8,246,0,494,20104.5,246,0,494,483.6,246,0,494,0.0,0,0,740,44205.0,215,0,525,457.17,740,457.17,0,20289.4,246,0,494,247637.40000000002,246,0,494,28.573170731707318,24.91788617886179,81.72560975609755,1.9658536585365856,,205.6046511627907,0.6177972972972973,82.47723577235773,1006.6560975609757,updated,740,7029.0,246,0,494,6129.800000000001,246,0,494,20104.5,246,0,494,483.6,246,0,494,0.0,0,0,740,44205.0,215,0,525,457.16999999999996,740,457.16999999999996,0,20289.4,246,0,494,247637.40000000002,246,0,494,28.573170731707318,24.917886178861792,81.72560975609755,1.9658536585365856,,205.6046511627907,0.6177972972972973,82.47723577235773,1006.6560975609757,both,0,0.0,3.552713678800501e-15,0.0,0.0,,0.0,0.0,0.0,0.0,False
old,Chiang Mai,2017,8,744,20290.8,739,0,5,16400.2,739,0,5,54964.18000000001,739,0,5,4006.8,739,0,5,0.0,0,0,744,102218.0,665,0,79,321.46000000000004,744,321.46000000000004,0,48686.6,739,0,5,247579.3,246,0,498,27.457104194857916,22.192422192151557,74.37642760487145,5.42192151556157,,153.71127819548872,0.43206989247311833,65.88173207036536,1006.419918699187,updated,744,20290.800000000003,739,0,5,16400.2,739,0,5,54964.18,739,0,5,4006.7999999999997,739,0,5,0.0,0,0,744,102218.0,665,0,79,321.46000000000004,744,321.46000000000004,0,48686.6,739,0,5,247579.3,246,0,498,27.45710419485792,22.192422192151557,74.37642760487145,5.42192151556157,,153.71127819548872,0.43206989247311833,65.88173207036536,1006.419918699187,both,0,3.552713678800501e-15,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False
old,Nakhon Ratchasima,2017,8,744,20416.2,744,0,0,18357.200000000004,744,0,0,64126.72,744,0,0,5375.9,744,0,0,180.39999999999998,5,0,739,125460.0,630,0,114,375.76000000000005,744,375.76000000000005,0,15774.499999999998,705,0,39,247584.2,246,0,498,27.441129032258065,24.6736559139785,86.19182795698924,7.225672043010753,36.08,199.14285714285714,0.5050537634408603,22.375177304964538,1006.439837398374,updated,744,20416.2,744,0,0,18357.200000000004,744,0,0,64126.72,744,0,0,5375.9,744,0,0,180.4,5,0,739,125460.0,630,0,114,375.76,744,375.76,0,15774.5,705,0,39,247584.2,246,0,498,27.441129032258065,24.6736559139785,86.19182795698924,7.225672043010753,36.08,199.14285714285714,0.5050537634408602,22.375177304964538,1006.439837398374,both,0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,False
old,Songkhla,2017,8,744,20675.700000000004,744,0,0,17847.9,744,0,0,60264.170000000006,744,0,0,4761.1,744,0,0,159.20000000000002,4,0,740,135722.0,744,0,0,397.37999999999994,744,397.37999999999994,0,39850.7,744,0,0,248150.5,246,0,498,27.789919354838716,23.98911290322581,81.00022849462367,6.399327956989247,39.800000000000004,182.4220430107527,0.5341129032258064,53.562768817204294,1008.7418699186992,updated,744,20675.7,744,0,0,17847.899999999998,744,0,0,60264.17,744,0,0,4761.1,744,0,0,159.2,4,0,740,135722.0,744,0,0,397.38,744,397.38,0,39850.7,744,0,0,248150.5,246,0,498,27.78991935483871,23.989112903225802,81.00022849462366,6.399327956989247,39.8,182.4220430107527,0.5341129032258064,53.562768817204294,1008.7418699186992,both,0,7.105427357601002e-15,7.105427357601002e-15,1.4210854715202004e-14,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,False
old,Suphan Buri,2017,8,740,7178.5,246,0,494,6023.499999999999,246,0,494,18972.07,246,0,494,531.7,246,0,494,0.0,0,0,740,50598.0,232,0,508,486.81,740,486.81,0,20210.1,246,0,494,247643.5,246,0,494,29.18089430894309,24.485772357723572,77.12223577235773,2.1613821138211384,,218.0948275862069,0.6578513513513513,82.15487804878047,1006.680894308943,updated,740,7178.5,246,0,494,6023.5,246,0,494,18972.07,246,0,494,531.7,246,0,494,0.0,0,0,740,50598.0,232,0,508,486.80999999999995,740,486.80999999999995,0,20210.1,246,0,494,247643.5,246,0,494,29.18089430894309,24.485772357723576,77.12223577235773,2.1613821138211384,,218.0948275862069,0.6578513513513513,82.15487804878047,1006.680894308943,both,0,0.0,3.552713678800501e-15,0.0,0.0,,0.0,0.0,0.0,0.0,False
old,Amnat Charoen,2017,12,744,17154.1,742,0,2,12724.4,742,0,2,52539.38,742,0,2,8778.9,742,0,2,819.1999999999999,17,0,727,38222.0,731,0,13,5.27,744,5.27,0,27828.600000000002,742,0,2,251589.6,248,0,496,23.11873315363881,17.148787061994607,70.8077897574124,11.831401617250673,48.188235294117646,52.287277701778386,0.007083333333333333,37.504851752021565,1014.4741935483871,updated,744,17154.1,742,0,2,12724.4,742,0,2,52539.380000000005,742,0,2,8778.900000000001,742,0,2,819.1999999999999,17,0,727,38222.0,731,0,13,5.2700000000000005,744,5.2700000000000005,0,27828.6,742,0,2,251589.6,248,0,496,23.11873315363881,17.148787061994607,70.80778975741241,11.831401617250675,48.188235294117646,52.287277701778386,0.007083333333333334,37.50485175202156,1014.4741935483871,both,0,0.0,0.0,1.4210854715202004e-14,1.7763568394002505e-15,0.0,0.0,8.673617379884035e-19,7.105427357601002e-15,0.0,False
old,Chai Nat,2017,12,740,6173.6,248,0,492,4644.0,248,0,492,17532.32,248,0,492,664.8,248,0,492,0.0,0,0,740,29588.0,218,0,522,48.480000000000004,740,48.480000000000004,0,11974.8,248,0,492,251405.8,248,0,492,24.893548387096775,18.725806451612904,70.69483870967741,2.6806451612903226,,135.72477064220183,0.06551351351351352,48.28548387096774,1013.7330645161289,updated,740,6173.6,248,0,492,4644.0,248,0,492,17532.32,248,0,492,664.8,248,0,492,0.0,0,0,740,29588.0,218,0,522,48.48,740,48.48,0,11974.800000000001,248,0,492,251405.8,248,0,492,24.893548387096775,18.725806451612904,70.69483870967741,2.6806451612903226,,135.72477064220183,0.0655135135135135,48.285483870967745,1013.7330645161289,both,0,0.0,0.0,0.0,0.0,,0.0,1.3877787807814457e-17,7.105427357601002e-15,0.0,False
old,Chiang Mai,2017,12,744,16874.8,744,0,0,11752.7,744,0,0,50650.84,744,0,0,3344.4,744,0,0,31.7,1,0,743,78141.0,674,0,70,21.450000000000003,744,21.450000000000003,0,28127.3,744,0,0,251833.0,248,0,496,22.681182795698923,15.796639784946237,68.07908602150538,4.495161290322581,31.7,115.93620178041543,0.028830645161290327,37.80551075268817,1015.4556451612904,updated,744,16874.8,744,0,0,11752.699999999999,744,0,0,50650.84,744,0,0,3344.4,744,0,0,31.7,1,0,743,78141.0,674,0,70,21.450000000000003,744,21.450000000000003,0,28127.300000000003,744,0,0,251833.0,248,0,496,22.681182795698923,15.796639784946235,68.07908602150538,4.495161290322581,31.7,115.93620178041543,0.028830645161290327,37.80551075268818,1015.4556451612904,both,0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,7.105427357601002e-15,0.0,False
old,Nakhon Ratchasima,2017,12,744,16928.9,741,0,3,13279.4,741,0,3,56354.13,741,0,3,6923.4,741,0,3,313.1,7,0,737,40873.0,681,0,63,14.629999999999999,744,14.629999999999999,0,14681.0,741,0,3,251470.5,248,0,496,22.846018893387317,17.920917678812415,76.05145748987854,9.34331983805668,44.728571428571435,60.01908957415565,0.019663978494623653,19.81241565452092,1013.9939516129032,updated,744,16928.899999999998,741,0,3,13279.400000000001,741,0,3,56354.13,741,0,3,6923.4,741,0,3,313.1,7,0,737,40873.0,681,0,63,14.629999999999999,744,14.629999999999999,0,14681.0,741,0,3,251470.5,248,0,496,22.84601889338731,17.92091767881242,76.05145748987854,9.34331983805668,44.728571428571435,60.01908957415565,0.019663978494623653,19.81241565452092,1013.9939516129032,both,0,7.105427357601002e-15,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
old,Songkhla,2017,12,744,19580.800000000003,744,0,0,17584.9,744,0,0,63869.869999999995,744,0,0,5868.9,744,0,0,40.7,1,0,743,89382.0,744,0,0,523.5500000000001,744,523.5500000000001,0,44496.1,744,0,0,250610.1,248,0,496,26.31827956989248,23.635618279569893,85.84659946236559,7.888306451612903,40.7,120.13709677419355,0.7036962365591399,59.806586021505375,1010.5245967741936,updated,744,19580.800000000003,744,0,0,17584.9,744,0,0,63869.869999999995,744,0,0,5868.9,744,0,0,40.7,1,0,743,89382.0,744,0,0,523.55,744,523.55,0,44496.1,744,0,0,250610.1,248,0,496,26.31827956989248,23.635618279569893,85.84659946236559,7.888306451612903,40.7,120.13709677419355,0.7036962365591397,59.806586021505375,1010.5245967741936,both,0,0.0,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,0.0,0.0,False
old,Suphan Buri,2017,12,740,6295.1,248,0,492,4863.7,248,0,492,17848.17,248,0,492,863.7,248,0,492,0.0,0,0,740,26822.0,227,0,513,35.22,740,35.22,0,12871.0,248,0,492,251274.5,248,0,492,25.383467741935487,19.611693548387095,71.96842741935482,3.482661290322581,,118.15859030837004,0.04759459459459459,51.899193548387096,1013.203629032258,updated,740,6295.1,248,0,492,4863.7,248,0,492,17848.17,248,0,492,863.6999999999999,248,0,492,0.0,0,0,740,26822.0,227,0,513,35.22,740,35.22,0,12871.0,248,0,492,251274.5,248,0,492,25.383467741935487,19.611693548387095,71.96842741935482,3.4826612903225804,,118.15859030837004,0.04759459459459459,51.899193548387096,1013.203629032258,both,0,0.0,0.0,0.0,4.440892098500626e-16,,0.0,0.0,0.0,0.0,False
old,Amnat Charoen,2018,1,744,18027.6,740,0,4,13092.5,740,0,4,50965.36,740,0,4,5388.2,740,0,4,0.0,0,0,744,45038.0,718,0,26,0.0,744,0.0,0,31045.700000000004,740,0,4,250883.0,248,0,496,24.36162162162162,17.69256756756757,68.87210810810811,7.2813513513513515,,62.72701949860724,0.0,41.95364864864865,1011.625,updated,744,18027.600000000002,740,0,4,13092.5,740,0,4,50965.36,740,0,4,5388.200000000001,740,0,4,0.0,0,0,744,45038.0,718,0,26,0.0,744,0.0,0,31045.700000000004,740,0,4,250883.0,248,0,496,24.361621621621623,17.69256756756757,68.87210810810811,7.281351351351352,,62.72701949860724,0.0,41.95364864864865,1011.625,both,0,3.552713678800501e-15,0.0,0.0,8.881784197001252e-16,,0.0,0.0,0.0,0.0,False
old,Chai Nat,2018,1,740,6477.200000000001,248,0,492,5175.0,248,0,492,18521.91,248,0,492,265.7,248,0,492,0.0,0,0,740,24262.0,170,0,570,25.51,740,25.51,0,12540.099999999999,248,0,492,250703.7,248,0,492,26.117741935483874,20.866935483870968,74.68512096774194,1.0713709677419354,,142.71764705882353,0.03447297297297298,50.5649193548387,1010.9020161290323,updated,740,6477.2,248,0,492,5175.0,248,0,492,18521.91,248,0,492,265.7,248,0,492,0.0,0,0,740,24262.0,170,0,570,25.509999999999998,740,25.509999999999998,0,12540.1,248,0,492,250703.7,248,0,492,26.11774193548387,20.866935483870968,74.68512096774194,1.0713709677419354,,142.71764705882353,0.03447297297297297,50.564919354838715,1010.9020161290323,both,0,3.552713678800501e-15,0.0,0.0,0.0,,0.0,6.938893903907228e-18,1.4210854715202004e-14,0.0,False
old,Chiang Mai,2018,1,744,17050.8,740,0,4,11467.099999999999,740,0,4,48773.2,740,0,4,3147.7,740,0,4,0.0,0,0,744,74170.0,655,0,89,0.3,744,0.3,0,30711.699999999997,740,0,4,251020.8,248,0,496,23.04162162162162,15.49608108108108,65.90972972972972,4.253648648648649,,113.23664122137404,0.0004032258064516129,41.5022972972973,1012.1806451612903,updated,744,17050.8,740,0,4,11467.1,740,0,4,48773.2,740,0,4,3147.7000000000003,740,0,4,0.0,0,0,744,74170.0,655,0,89,0.3,744,0.3,0,30711.699999999997,740,0,4,251020.8,248,0,496,23.04162162162162,15.496081081081082,65.90972972972972,4.253648648648649,,113.23664122137404,0.0004032258064516129,41.5022972972973,1012.1806451612903,both,0,0.0,1.7763568394002505e-15,0.0,0.0,,0.0,0.0,0.0,0.0,False
old,Nakhon Ratchasima,2018,1,744,17777.4,739,0,5,13992.2,739,0,5,55997.149999999994,739,0,5,4129.5,739,0,5,0.0,0,0,744,44566.0,631,0,113,5.76,744,5.76,0,15843.400000000001,739,0,5,250767.90000000002,248,0,496,24.05602165087957,18.933964817320703,75.77422192151555,5.587956698240866,,70.62757527733756,0.007741935483870968,21.43897158322057,1011.1608870967743,updated,744,17777.4,739,0,5,13992.2,739,0,5,55997.15,739,0,5,4129.5,739,0,5,0.0,0,0,744,44566.0,631,0,113,5.760000000000001,744,5.760000000000001,0,15843.4,739,0,5,250767.9,248,0,496,24.05602165087957,18.933964817320703,75.77422192151556,5.587956698240866,,70.62757527733756,0.007741935483870969,21.438971583220567,1011.1608870967742,both,0,0.0,0.0,1.4210854715202004e-14,0.0,,0.0,8.673617379884035e-19,3.552713678800501e-15,1.1368683772161603e-13,False
old,Songkhla,2018,1,744,19712.600000000002,743,0,1,17602.4,743,0,1,63213.93000000001,743,0,1,4997.2,743,0,1,70.6,2,0,742,79147.0,743,0,1,463.4,744,463.4,0,47582.6,743,0,1,250394.0,248,0,496,26.531090174966355,23.69098250336474,85.07931359353971,6.725706594885598,35.3,106.5235531628533,0.6228494623655914,64.04118438761776,1009.6532258064516,updated,744,19712.6,743,0,1,17602.4,743,0,1,63213.93,743,0,1,4997.2,743,0,1,70.6,2,0,742,79147.0,743,0,1,463.4,744,463.4,0,47582.6,743,0,1,250394.0,248,0,496,26.53109017496635,23.69098250336474,85.07931359353971,6.725706594885598,35.3,106.5235531628533,0.6228494623655914,64.04118438761776,1009.6532258064516,both,0,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
old,Suphan Buri,2018,1,740,6613.5,248,0,492,5233.200000000001,248,0,492,18123.17,248,0,492,395.4,248,0,492,0.0,0,0,740,25854.0,195,0,545,15.439999999999998,740,15.439999999999998,0,13392.0,248,0,492,250616.1,248,0,492,26.66733870967742,21.10161290322581,73.07729838709676,1.5943548387096773,,132.58461538461538,0.02086486486486486,54.0,1010.5487903225807,updated,740,6613.5,248,0,492,5233.2,248,0,492,18123.17,248,0,492,395.4,248,0,492,0.0,0,0,740,25854.0,195,0,545,15.439999999999998,740,15.439999999999998,0,13392.0,248,0,492,250616.1,248,0,492,26.66733870967742,21.101612903225806,73.07729838709676,1.5943548387096773,,132.58461538461538,0.02086486486486486,54.0,1010.5487903225807,both,0,0.0,3.552713678800501e-15,0.0,0.0,,0.0,0.0,0.0,0.0,False
old,Amnat Charoen,2018,4,720,20352.8,720,0,0,15460.2,720,0,0,49485.64,720,0,0,4298.5,720,0,0,318.1,7,0,713,85118.0,697,0,23,124.81,720,124.81,0,35901.6,717,0,3,241324.40000000002,239,0,481,28.267777777777777,21.4725,68.73005555555555,5.970138888888889,45.44285714285714,122.12051649928264,0.17334722222222224,50.07196652719665,1009.7255230125523,updated,720,20352.800000000003,720,0,0,15460.2,720,0,0,49485.64,720,0,0,4298.5,720,0,0,318.1,7,0,713,85118.0,697,0,23,124.81,720,124.81,0,35901.600000000006,717,0,3,241324.39999999997,239,0,481,28.26777777777778,21.4725,68.73005555555555,5.970138888888889,45.44285714285714,122.12051649928264,0.17334722222222224,50.07196652719666,1009.7255230125521,both,0,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,7.105427357601002e-15,2.2737367544323206e-13,False
old,Chai Nat,2018,4,716,6981.2,239,0,477,5565.5,239,0,477,17388.66,239,0,477,919.6,239,0,477,0.0,0,0,716,36790.0,224,0,492,145.13,716,145.13,0,13818.800000000001,239,0,477,241282.90000000002,239,0,477,29.210041841004184,23.286610878661087,72.75589958158996,3.8476987447698745,,164.24107142857142,0.20269553072625698,57.81924686192469,1009.5518828451884,updated,716,6981.200000000001,239,0,477,5565.5,239,0,477,17388.659999999996,239,0,477,919.5999999999999,239,0,477,0.0,0,0,716,36790.0,224,0,492,145.13,716,145.13,0,13818.8,239,0,477,241282.9,239,0,477,29.210041841004188,23.286610878661087,72.75589958158994,3.847698744769874,,164.24107142857142,0.20269553072625698,57.81924686192468,1009.5518828451883,both,0,3.552713678800501e-15,0.0,1.4210854715202004e-14,4.440892098500626e-16,,0.0,0.0,7.105427357601002e-15,1.1368683772161603e-13,False
old,Chiang Mai,2018,4,720,20583.3,720,0,0,12816.4,720,0,0,39631.89,720,0,0,5194.5,720,0,0,191.0,4,0,716,96840.0,646,0,74,164.21,720,164.21,0,28726.9,720,0,0,241277.89999999997,239,0,481,28.587916666666665,17.800555555555555,55.044291666666666,7.214583333333334,47.75,149.90712074303406,0.22806944444444446,39.898472222222225,1009.5309623430961,updated,720,20583.3,720,0,0,12816.4,720,0,0,39631.89,720,0,0,5194.5,720,0,0,191.0,4,0,716,96840.0,646,0,74,164.21,720,164.21,0,28726.9,720,0,0,241277.9,239,0,481,28.587916666666665,17.800555555555555,55.044291666666666,7.214583333333334,47.75,149.90712074303406,0.22806944444444446,39.898472222222225,1009.5309623430962,both,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1368683772161603e-13,False
old,Nakhon Ratchasima,2018,4,720,19948.3,709,0,11,15661.0,709,0,11,51568.43,709,0,11,5437.1,709,0,11,318.8,7,0,713,81070.0,590,0,130,197.1,720,197.1,0,22466.1,706,0,14,241248.80000000002,239,0,481,28.135825105782793,22.08885754583921,72.73403385049366,7.668688293370946,45.542857142857144,137.40677966101694,0.27375,31.82167138810198,1009.4092050209206,updated,720,19948.3,709,0,11,15661.0,709,0,11,51568.43,709,0,11,5437.1,709,0,11,318.79999999999995,7,0,713,81070.0,590,0,130,197.1,720,197.1,0,22466.1,706,0,14,241248.80000000002,239,0,481,28.135825105782793,22.08885754583921,72.73403385049366,7.668688293370946,45.54285714285714,137.40677966101694,0.27375,31.82167138810198,1009.4092050209206,both,0,0.0,0.0,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,False
old,Songkhla,2018,4,720,20401.2,720,0,0,17500.8,720,0,0,57515.97,720,0,0,5492.800000000001,719,0,1,65.2,2,0,718,77859.0,719,0,1,165.75,720,165.75,0,35071.4,720,0,0,241185.80000000002,239,0,481,28.335,24.306666666666665,79.88329166666666,7.63949930458971,32.6,108.28789986091795,0.23020833333333332,48.71027777777778,1009.1456066945608,updated,720,20401.2,720,0,0,17500.8,720,0,0,57515.97,720,0,0,5492.8,719,0,1,65.2,2,0,718,77859.0,719,0,1,165.75,720,165.75,0,35071.4,720,0,0,241185.8,239,0,481,28.335,24.306666666666665,79.88329166666666,7.639499304589708,32.6,108.28789986091795,0.23020833333333332,48.71027777777778,1009.1456066945606,both,0,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,2.2737367544323206e-13,False
old,Suphan Buri,2018,4,716,7038.400000000001,239,0,477,5591.799999999999,239,0,477,17303.739999999998,239,0,477,526.5,239,0,477,0.0,0,0,716,38857.0,235,0,481,205.73999999999998,716,205.73999999999998,0,14474.5,239,0,477,241239.8,239,0,477,29.44937238493724,23.39665271966527,72.40058577405857,2.202928870292887,,165.34893617021277,0.2873463687150838,60.56276150627615,1009.3715481171548,updated,716,7038.4,239,0,477,5591.799999999999,239,0,477,17303.739999999998,239,0,477,526.5,239,0,477,0.0,0,0,716,38857.0,235,0,481,205.74,716,205.74,0,14474.5,239,0,477,241239.8,239,0,477,29.449372384937238,23.39665271966527,72.40058577405857,2.202928870292887,,165.34893617021277,0.2873463687150838,60.56276150627615,1009.3715481171548,both,0,3.552713678800501e-15,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False
old,Amnat Charoen,2018,8,744,20242.699999999997,743,0,1,18247.2,743,0,1,63924.72,743,0,1,5678.299999999999,743,0,1,38.9,1,0,743,145531.0,713,0,31,605.71,744,605.71,0,60347.7,743,0,1,249210.6,248,0,496,27.244549125168234,24.558815612382237,86.03596231493944,7.642395693135934,38.9,204.11079943899017,0.8141263440860216,81.22166890982503,1004.8814516129032,updated,744,20242.7,743,0,1,18247.199999999997,743,0,1,63924.72,743,0,1,5678.299999999999,743,0,1,38.9,1,0,743,145531.0,713,0,31,605.71,744,605.71,0,60347.7,743,0,1,249210.59999999998,248,0,496,27.244549125168238,24.55881561238223,86.03596231493944,7.642395693135934,38.9,204.11079943899017,0.8141263440860216,81.22166890982503,1004.8814516129031,both,0,3.552713678800501e-15,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.1368683772161603e-13,False
old,Chai Nat,2018,8,740,7000.4,248,0,492,5986.200000000001,248,0,492,19740.11,248,0,492,1648.9,248,0,492,0.0,0,0,740,48192.0,241,0,499,309.03,740,309.03,0,21572.200000000004,248,0,492,249401.90000000002,248,0,492,28.22741935483871,24.137903225806454,79.59721774193548,6.648790322580646,,199.9668049792531,0.41760810810810806,86.98467741935485,1005.6528225806453,updated,740,7000.4,248,0,492,5986.2,248,0,492,19740.11,248,0,492,1648.9,248,0,492,0.0,0,0,740,48192.0,241,0,499,309.03,740,309.03,0,21572.2,248,0,492,249401.9,248,0,492,28.22741935483871,24.13790322580645,79.59721774193548,6.648790322580646,,199.9668049792531,0.41760810810810806,86.98467741935484,1005.6528225806452,both,0,0.0,3.552713678800501e-15,0.0,0.0,,0.0,0.0,1.4210854715202004e-14,1.1368683772161603e-13,False
old,Chiang Mai,2018,8,744,20217.9,743,0,1,17148.0,743,0,1,58930.7,743,0,1,4269.0,743,0,1,0.0,0,0,744,102159.0,663,0,81,234.12,744,234.12,0,55461.5,743,0,1,249181.9,248,0,496,27.211170928667567,23.079407806191117,79.31453566621803,5.7456258411843875,,154.08597285067873,0.3146774193548387,74.64535666218035,1004.7657258064515,updated,744,20217.9,743,0,1,17148.0,743,0,1,58930.7,743,0,1,4269.0,743,0,1,0.0,0,0,744,102159.0,663,0,81,234.12,744,234.12,0,55461.5,743,0,1,249181.90000000002,248,0,496,27.211170928667567,23.079407806191117,79.31453566621803,5.7456258411843875,,154.08597285067873,0.3146774193548387,74.64535666218035,1004.7657258064517,both,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.1368683772161603e-13,False
old,Nakhon Ratchasima,2018,8,744,19554.6,713,0,31,17062.9,713,0,31,58772.84,713,0,31,7064.0,713,0,31,148.39999999999998,4,0,740,148366.0,662,0,82,158.54000000000002,744,158.54000000000002,0,35604.5,707,0,37,249306.5,248,0,496,27.4258064516129,23.931136044880787,82.43035063113604,9.907433380084152,37.099999999999994,224.1178247734139,0.2130913978494624,50.35997171145686,1005.2681451612904,updated,744,19554.6,713,0,31,17062.9,713,0,31,58772.840000000004,713,0,31,7064.0,713,0,31,148.39999999999998,4,0,740,148366.0,662,0,82,158.54,744,158.54,0,35604.5,707,0,37,249306.5,248,0,496,27.4258064516129,23.931136044880787,82.43035063113605,9.907433380084152,37.099999999999994,224.1178247734139,0.21309139784946235,50.35997171145686,1005.2681451612904,both,0,0.0,0.0,1.4210854715202004e-14,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,False
